scientific_name,english_name,accession_number_for_main_haplotype,lineage,assessment_id,year_published,latest,category,criteria,pop_trend,locations,region,code,iucn_name,iucn_synonyms,gbif_synonyms,extended_lineage,biosample_accession,geo_location,latlon,biosample_provider,biosample_collectedby,biosample_comment,biosample_title,assembly_comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
Agelaius phoeniceus,red-winged blackbird,GCA_020745825.3,Birds,132027891,2018,TRUE,LC,NA,Decreasing,"Guatemala, Belize, Turks and Caicos Islands, Canada, Bahamas, United States, Honduras, Trinidad and Tobago, Costa Rica, Mexico, Nicaragua, El Salvador, Saint Pierre and Miquelon",Global,1,Agelaius phoeniceus, ,Agelaius phoeniceus; Oriolus phoeniceus,Birds,SAMN19590559,"USA:Hidalgo County, Texas",NA,NA,Kathleen Lynch,"The red-winged blackbird (family Icteridae), one of the most common songbirds in North America and an icterid with typical nesting behavior, was chosen for this study to serve as an outgroup to the obligate brood parasitic brown-headed cowbird (Molothrus ater). Red-winged blackbird DNA isolated for whole genome sequencing is derived from an adult female located in the state of Texas.",NA,"Agelaius phoeniceus (red-winged blackbird) Sequence Assembly Release Notes
Background:
The red-winged blackbird (family Icteridae), one of the most common songbirds in North America and an icterid with typical nesting behavior, was chosen for this study to serve as an outgroup to the obligate brood parasitic brown-headed cowbird (Molothrus ater). Red-winged blackbird DNA isolated for whole genome sequencing is derived from an adult female located in the state of Texas. High molecular weight DNA was used as input to generate long-reads using circular consensus sequence (CCS) base calling output from the Sequel II instrument (Pacific Biosciences) according to the manufacturer's protocols. Total CCS coverage was approx. 38x using a genome size estimate of 1.1Gb. All quality filtered sequence reads were assembled with HiFasm using default parameter settings and redundant contigs removed using purge_haplotigs. Assembled contigs were scaffolded with Hi-C data from the same individual using SALSA2, and then manually curated with JuiceBox. Chromosomes were numbered by size with the exception of 16 which was numbered based on alignment with chicken.

This work was supported by NSF grants DBI 1754311, 1754397, 1754406, 1754643, 1940624.

Agelaius phoeniceus 1.1 Sequence and Assembly Credits:
DNA source - Hidalgo County, Texas (BioBank/Freezerworks ID: 100140; Name: 224; Unique Aliquot ID 101355; Developmental stage: Adult; Tissue type: brain; Date collected: 3/30/2018; Received from: Kathleen Lynch, Hofstra University, NY; Specimen ID: MCZ Ornithology 364415, collector Scott Edwards, link: https://mczbase.mcz.harvard.edu/guid/MCZ:Orn:364415).
Genome Sequence - Hudson Alpha Institute, Hunstville, AL.
Sequence and Assembly - University of Missouri, Columbia, MO.

Citation upon use of this assembly in a manuscript:
It is requested that users of this Agelaius phoeniceus 1.1 sequence assembly acknowledge the brood parasitic bird genomes consortium in any publications that result from use of this sequence assembly prior to the publication of this resource. Any publications that propose to generate whole genome analyses using this resource should contact Dr. Michael Sorenson (msoren@bu.edu) or Chris Balakrishnan (balakrishnanc@ecu.edu) for the use of pre-publication data in accord with the Ft. Lauderdale and Toronto genomic data use agreements.

The scaffolds and chromosomes for this genome were updated on October 2022. There was no change to the contigs.",26.3530256,-98.216445,FALSE,FALSE,results/species/Agelaius_phoeniceus/range_raster.tif,results/species/Agelaius_phoeniceus/range_raster_goode.tif,-101.606931203346,41.3807737031264,FALSE,FALSE,FALSE,FALSE
Alca Torda,razorbill,GCA_008658365.1,Birds,166289520,2021,TRUE,LC,NA,Increasing,"Norway, European Russia, Germany, Croatia, Belgium, Finland, Iceland, Russian Federation, Ireland, Montenegro, Slovenia, United Kingdom, Netherlands, Austria, Denmark, France, Spain, Czechia, Latvia, Greenland, Faroe Islands, Malta, Italy, Estonia, Svalbard and Jan Mayen, Lithuania, Poland, Sweden, Serbia, Hungary, Portugal, Gibraltar",Europe,2,Alca torda, ,,Birds,SAMN12292087,Denmark: Graesholm Island,55.2833 N 9.8 E,Copenhagen Zoological Museum,Jon Fjeldsa,"The raw data and assembly of this submission are currently under a G10K-VGP publication embargo until removed from this description, following the G10K data use policy at the following URL: https://genome10k.soe.ucsc.edu/about/data_use_policy. The Razorbill is a colonical seabird and it is the closest living relative of the extinct great auk (Pinguinis impennis). The sample was provided by Copenhagen Zoological Museum and this reference assembly of has been produced as part of the G10K-VGP Project.",NA,"
This assembly represents the principal pseudohaplotype of the diploid genome Alca torda and includes the chromosomes. The alternate pseudohaplotype sequences are in WGS project VMEC00000000.",55.2833,9.8,FALSE,FALSE,results/species/Alca_torda/range_raster.tif,results/species/Alca_torda/range_raster_goode.tif,-23.0428803502678,53.9612451359893,FALSE,FALSE,FALSE,FALSE
Alligator mississippiensis,American alligator,GCA_030867095.1,Reptiles,3009637,2019,TRUE,LC,NA,Increasing,United States,Global,1,Alligator mississippiensis,Crocodilus mississipiensis,Alligator lucius; Alligator mississippiensis; Crocodilus lucius; Crocodylus mississippiensis; Crocodilus mississipiensis; Crocodilus cuvieri,Crocodiles,SAMN37045233,"USA: Delacriox, Louisiana",29.7616 N 89.7909 W,Brian Crother: Southeastern Louisiana University,Christopher Murray,"The American alligator (Alligator mississippiensis) is a large crocodilian reptile native to the Southeastern United States. It is one of the two extant species in the genus Alligator, the other being the Chinese alligator. This sample is from a female collected by Christopher Murray, coordinated by Brian Crother at Southeastern Louisiana University, to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis. The original sample was thought to be Eastern musk turtle (Sternotherus odoratus), but sequencing determined it to be an Alligator sample shipped with it.",NA,NA,29.7616,-89.7909,FALSE,FALSE,results/species/Alligator_mississippiensis/range_raster.tif,results/species/Alligator_mississippiensis/range_raster_goode.tif,-89.6374116014053,31.3241200730499,FALSE,FALSE,FALSE,FALSE
Alosa sapidissima,American shad,GCA_018492685.1,Fishes,82664336,2019,TRUE,LC,NA,Unknown,"United States, Mexico, Canada",Global,1,Alosa sapidissima,Clupea sapidissima,Clupea sapidissima; Alosa praestabilis; Clupea indigena; Alosa sapidissima,Ray-finned fishes,SAMN18857608,"USA: St. Johns River, Florida",28.438892 N 81.894728 W,Nina Overgaard Therkildsen,Reid Hyle,"The American shad (Alosa sapidissima) is a species of anadromous clupeid fish (born in fresh water, but live as adults in salt water), distributed on the North American coast of the North Atlantic, from Newfoundland to Florida. The were common food for European colonist of the Eastern United States (source Wikipedia). This sample was collected from an adult female by Reid Hyle for Nina Overgaard Therkildsen, from the St. Johns River, Florida, USA , and used to generate a high-quality reference genome assembly for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab, at the Rockefeller University, coordinated by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,28.438892,-81.894728,FALSE,FALSE,results/species/Alosa_sapidissima/range_raster.tif,results/species/Alosa_sapidissima/range_raster_goode.tif,-73.9404773088774,31.4364972676362,FALSE,FALSE,FALSE,FALSE
Amazona ochrocephala,yellow-crowned amazon,GCA_039720435.1,Birds,131919991,2018,TRUE,LC,NA,Decreasing,"French Guiana, Panama, Ecuador, Bolivia, Plurinational States of, Trinidad and Tobago, Suriname, Costa Rica, Peru, Brazil, Venezuela, Bolivarian Republic of, Colombia, Guyana",Global,1,Amazona ochrocephala, ,Psittacus ochrocephalus; Amazona ochrocephala,Birds,SAMN41018448,"Colombia: Yarumal, Antioquia",6.958611 N 75.428333 W,Humboldt Institute: Paola Pulido Santacruz,Corantioquia,"The yellow-crowned parrot (Amazona ochrocephala) is a species of parrot native to tropical South America, Panama and Trinidad and Tobago in the Caribbean. It is a bird of tropical forests (both humid and dry), woodlands, mangroves, and savannas and may also be found on cultivated land and suburban areas (from Wikipedia entry). This sample of a female individual rescued in Yarumal, Antioquia, Colombia by the organization Corantioquia was procured by Paola Pulido-Santacruz to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,6.958611,-75.428333,FALSE,FALSE,results/species/Amazona_ochrocephala/range_raster.tif,results/species/Amazona_ochrocephala/range_raster_goode.tif,-64.3587975704853,-1.72222801622927,FALSE,FALSE,FALSE,FALSE
Amblyopsis spelaea,Northern cavefish,GCA_046255685.1,Fishes,19034608,2014,TRUE,NT,NA,Unknown,United States,Global,1,Amblyopsis spelaea, ,Amblyopsis spelaea; Amblyopsis spelea; Amblyopsis spelaeus,Ray-finned fishes,SAMN45063415,"USA: Mammoth Cave, Kentucky",37.187 N 86.102 W,University of Kentucky: Jeremiah Smith,Jeremiah Smith,"The northern cavefish or northern blindfish (Amblyopsis spelaea) is found in caves through Kentucky and southern Indiana. The International Union for Conservation of Nature lists the species as near threatened. (from Wikipedia entry). This sample of a female individual found in Mammoth Cave, Kentucky, was procured by Jeremiah Smith to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,37.187,-86.102,FALSE,FALSE,results/species/Amblyopsis_spelaea/range_raster.tif,results/species/Amblyopsis_spelaea/range_raster_goode.tif,-86.2174826842175,37.9280804947716,FALSE,FALSE,FALSE,FALSE
Amblyraja radiata,thorny skate,GCA_010909765.2,Fishes,48945123,2015,TRUE,LC,NA,Stable,"Great Britain, Northern Ireland, United Kingdom, Denmark, Iceland, Svalbard and Jan Mayen, Ireland, Belgium, Faroe Islands, Netherlands, Norway",Europe,2,Amblyraja radiata,"Raja radiata, Raia scabrata",Raia americana; Raia scabrata; Raja radiata; Amblyraja radiata,Cartilaginous fishes,SAMN09948523,USA:Gulf of Main,43.1336 N 68.3266 W,"Gavin Naylor, University of Florida",Jeff Kneebone,"The data from this BioSample are currently under a G10K-VGP publication embargo until removed from this description, following the G10K data use policy at the following URL: https://genome10k.soe.ucsc.edu/about/data_use_policy. The Thorny skate is a north American cat species, and has been a model species to in conservation studies to prevent mammal species extinction. It is native to North and SouthEast Atlantic Ocean. This sample is being used as part of the G10K Vertebrate Genomes Project. The sample was collected by Jeff Kneebone Anderson Cabot Center for Ocean Life, and the genome from it supported by Gavin Naylor at Florida State University.",NA,"This assembly represents the principal haplotype of the diploid genome Amblyraja radiata and includes the chromosomes. The alternate haplotype sequences are in WGS project JAAGWS000000000
Chromosome 44 in assembly sAmbRad1.pri was reidentified as chromosome X in assembly sAmbRad1.1.pri in March 2021.",43.1336,-68.3266,FALSE,FALSE,results/species/Amblyraja_radiata/range_raster.tif,results/species/Amblyraja_radiata/range_raster_goode.tif,-28.9499295435579,56.3283908487008,FALSE,FALSE,FALSE,FALSE
Ambystoma mexicanum x Ambystoma tigrinum,axolotl,GCA_040938575.1,Amphibians,53947343,2020,TRUE,CR,A2abce,Decreasing,"México Distrito Federal, Mexico",Global,1,Ambystoma mexicanum,Gyrinus mexicanus,,Amphibians,SAMN43142723,"USA: Kentucky, University of Kentucky",NA,NA,NA,NA,NA,"Chromosomes 1, 2, 3, 4, 5, 6, and 7 have been assembled into a single sequence each. However, they had to be split into two pieces because the chromosome length exceeds the technical limit of roughly 2.14 billion base pairs. The chromosomes are separated at the centromere.

This is the maternal pseudohaplotype assembly created from the genome sequence of the F1 female progeny (isolate Amex_F1_6; BioSample SAMN41071122) of a cross between a female Ambystoma mexicanum (isolate Mex_15411; BioSample SAMN43142723) and male Ambystoma tigrinum (isolate Tig_M23; BioSample SAMN43142724).",38.0266291,-84.5047222,FALSE,FALSE,results/species/Ambystoma_mexicanum/range_raster.tif,results/species/Ambystoma_mexicanum/range_raster_goode.tif,-99.0039518142295,19.32555518195,TRUE,FALSE,FALSE,FALSE
Amia calva,bowfin,GCA_036373705.1,Fishes,2730796,2013,TRUE,LC,NA,Stable,"Canada, United States",Global,1,Amia calva, ,Amia cinerea; Amia thompsonii; Amia subcaerulea; Amia reticulata; Amia piquotii; Amia occidentalis; Amia viridis; Amia ocellicaudata; Amia subcoerulea; Amia marmorata; Amia canina; Amia ocellicauda; Amia ornata; Amia lentiginosa; Amia lintiginosa; Amia thompsoni; Amia calva,Ray-finned fishes,SAMN39643085,"USA: Vacherie, Louisiana",29.929889 N 90.747444 W,Michigan State University: Ingo Braasch,"Ingo Braasch, Allyse Ferrara","The bowfin (Amia calva) is a bony fish, native to North America, one of only two surviving species of the Halecomorphi, a group of fish that first appeared during the Early Triassic, around 250 million years ago.The closest living relatives of bowfins are gars, with the two groups being united in the clade Holostei (from Wikipedia entry). This sample of a female individual found in Louisiana, United States was procured by Ingo Braasch and Allyse Ferrara to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,29.929889,-90.747444,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Ammodramus caudacutus,saltmarsh sparrow,GCA_027887145.1,Birds,180407945,2020,TRUE,EN,A2ace+3ce+4ace,Decreasing,"Canada, United States",Global,1,Ammospiza caudacuta,Ammodramus caudacutus,? caudacutus; Ammospiza caudacutus; Ammodramus caudacutus; Ammospiza caudacuta,Birds,SAMN28421630,"USA: Barn Island Wildlife Management Area, Connecticut",41.338 N 71.8677 W,University of New Hampshire,Chris Elphick,"The saltmarsh sparrow (Ammospiza caudacuta) is a small sparrow found in salt marshes along the Atlantic coast of the United States. This sample is from a female captured and released on a marsh in Barn Island Wildlife Management Area in Connecticut, USA. This sample was procured by Chris Elphick and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). The project was coordinated by Adrienne Kovach and Lindsey Fenderson of the University of New Hampshire. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,Orientation is uncertain for chromosome 7 0-6.79mb,41.338,-71.8677,FALSE,FALSE,results/species/Ammospiza_caudacuta/range_raster.tif,results/species/Ammospiza_caudacuta/range_raster_goode.tif,-78.3521884594347,34.7630425254952,FALSE,FALSE,FALSE,FALSE
Ammodytes marinus,lesseer sand eel,GCA_949987685.1,Fishes,44738265,2015,TRUE,LC,NA,Unknown,"United Kingdom, Sweden, Poland, Belgium, Denmark, European Russia, Faroe Islands, France, Germany, Guernsey, Iceland, Ireland, Jersey, Netherlands, Norway, Great Britain, Northern Ireland, Russian Federation",Europe,2,Ammodytes marinus, ,Ammodytes marinus,Ray-finned fishes,SAMEA110137622,Faroe Islands,60.94 -8.42,NA,HELGA BÁRA MOHR VANG,NA,NA,"The assembly fAmmMar1.1 is based on 58x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",60.94,-8.42,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Ammospiza maritima,seaside sparrow,GCA_036010785.1,Birds,138478974,2021,TRUE,LC,NA,Stable,"Canada, Mexico, United States",Global,1,Ammospiza maritima,"Ammodramus maritima maritima, Ammodramus maritimus",Ammospiza maritima; Ammodramus maritima maritima; ? maritimus; Ammodramus maritimus,Birds,SAMN39181024,"USA: Barn Island Wildlife Management Area in Stonington, Connecticut",41.338 N 71.8677 W,Adrienne Kovach: University of New Hampshire,Chris Elphick,"The seaside sparrow (Ammospiza maritima) is a species of American sparrow. Their breeding habitat is salt marshes on the Atlantic and Gulf coasts of the United States from southern New Hampshire to southern Texas (from Wikipedia entry). This sample was collected by Chris Elphick from Barn Island Wildlife Management Area in Stonington, Connecticut, USA and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). The project was coordinated by Adrienne Kovach and Lindsey Fenderson of the University of New Hampshire. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,41.338,-71.8677,FALSE,FALSE,results/species/Ammospiza_maritima/range_raster.tif,results/species/Ammospiza_maritima/range_raster_goode.tif,-82.3299101936684,32.2210248626884,FALSE,FALSE,FALSE,FALSE
Ammospiza nelsoni,Nelson's sparrow,GCA_027579445.1,Birds,138482260,2021,TRUE,LC,NA,Increasing,"United States, Canada, Mexico",Global,1,Ammospiza nelsoni,Ammodramus nelsoni,,Birds,SAMN28421656,"USA: Mendall Marsh, Waldo County, Maine",44.5864 N 68.8591 W,University of New Hampshire,Nicole Guido,"Nelson's sparrow (Ammospiza nelsoni) is a small sparrow, named after Edward William Nelson, an American naturalist. Their breeding habitat is tidal, brackish and freshwater marshes on the Atlantic coast of Canada and Maine, central Canada, and the north central United States. This sample is from the Acadian subspecies (A. n. subvirgatus), which occurs in coastal Maine and Maritime Canada. This sample of a female captured and released on Mendall Marsh, Waldo County, Maine, USA, was procured by Nicole Guido and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). The project was coordinated by Adrienne Kovach and Lindsey Fenderson of the University of New Hampshire. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis. ",NA,NA,44.5864,-68.8591,FALSE,FALSE,results/species/Ammospiza_nelsoni/range_raster.tif,results/species/Ammospiza_nelsoni/range_raster_goode.tif,-97.3195112453522,45.2093036534701,FALSE,FALSE,FALSE,FALSE
Anabas testudineus,climbing perch,GCA_900324465.3,Fishes,60590563,2019,FALSE,LC,NA,Stable,"Brunei Darussalam, Himachal Pradesh, Sikkim, Andhra Pradesh, Bangladesh, Karaikal, Myanmar, Kerala, Rajasthan, Goa, Philippines, Chattisgarh, Manipur, Jharkand, Meghalaya, Laccadive Is., Jawa, Indonesia, Maharashtra, Assam, Mahé, Chandigarh, Lao People's Democratic Republic, Viet Nam, West Bengal, Nagaland, Diu, Gujarat, Punjab, Singapore, India, Malaysia, Daman, Tripura, Thailand, Haryana, Karnataka, Nepal, Madhya Pradesh, Delhi, Arunachal Pradesh, Sumatera, Uttar Pradesh, Orissa, Kalimantan, Jammu-Kashmir, Pondicherry, Bihar, Dadra-Nagar-Haveli, Mizoram, Bhutan, Sri Lanka, Pakistan, Uttaranchal, Darjiling, Cambodia, Tamil Nadu, China, Papua New Guinea, Sulawesi",Global,1,Anabas testudineus,Anthias testudineus,Anabas testudineus; Anabas trifoliatus; Anabas spinosus; Lutjanus testudo; Perca scandens; Anabas microcephalus; Anabas macrocephalus; Anabas elongatus; Amphiprion scansor; Anabas testudineus ricei; Anabas variegatus; Anabas tastudineus; Anabas testudinens; Anthias testudineus; Anabas testudineus lacustri; Anabas testudineus riveri; Sparus scandens; Lutjanus scandens; Anabas scandens; Amphiprion testudineus; Sparus testudineus; Anabus testudineus; Antias testudineus,Ray-finned fishes,SAMEA104026376,NA,NA,NA,NA,NA,NA,"The assembly fAnaTes1.3 is based on 68x PacBio Sequel data, 114x coverage Illumina HiSeqX data from a 10X Genomics Chromium library generated at the Wellcome Sanger Institute as well as BioNano Saphyr DLE data generated at the Rockefeller University Vertebrate Genome Laboratory and 170x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. An initial PacBio assembly was made using Falcon-unzip. The primary contigs were then scaffolded using the 10X data with scaff10x and mis-joins broken using break10x. After using the PacBio data to gap fill with PBJelly and polish with Arrow, the assembly was polished again using the 10X Illumina data and freebayes. Finally, the assembly was further manually curated using gEVAL to correct mis-joins and improve concordance with the BioNano data and Arima Hi-C data. This was the initial fAnaTes1.1 assembly. An updated fAnaTes1.2 assembly has been further curated to removed duplicate haplotypes using purge_haplotigs and using the Hi-C data to identify further breaks and joins and produce chromosomal-level scaffolds. fAnaTes1.3 includes a mitochondrial assembly produced at The Rockefeller University using mitoVGP. Chromosomes have been named by synteny to medaka.",NA,NA,FALSE,TRUE,results/species/Anabas_testudineus/range_raster.tif,results/species/Anabas_testudineus/range_raster_goode.tif,92.5915482722734,16.8000556361356,TRUE,FALSE,FALSE,FALSE
Anableps anableps,largescale four-eyes,GCA_014839685.1,Fishes,162693388,2022,TRUE,LC,NA,Unknown,"Venezuela, Bolivarian Republic of, Suriname, Guyana, French Guiana, Trinidad and Tobago, Brazil, Amapá, Piauí, Maranhão, Amazonas, Pará, Bahia",Global,1,Anableps anableps,Cobitis anableps,Anableps tetrophthalmus; Anableps lineatus; Cobitis anableps; Anableps anonymus; Anableps surinamensis; Anableps anableps; Anableps gronovii,Ray-finned fishes,SAMN12623628,"Germany: Wilhelma Zoo, Stuttgart",48.7758459 N 9.1829321 E,University of Konstanz,Andreas Kaut,"The Four-eyed fish (Anableps anableps) live in fresh water and found in Southern Mexico to Honduras. Their eyes are raised to the top of their head, and divided into two parts: to see above and below the water surface. Right-sided males only mate with left-sided females, and vice versa. This sample was collected by Andreas Kaut, procured by Axel Meyer, sequencing supported by Gene Myers, in collaboration with Richard Durbin, to generate a high-quality reference genome as part of the G10K-VGP and Fish VGP projects.",NA,This assembly represents the principal haplotype of the diploid genome Anableps anableps and includes the chromosomes. The alternate haplotype sequences are in WGS project JABWDT000000000,48.7758459,9.1829321,FALSE,FALSE,results/species/Anableps_anableps/range_raster.tif,results/species/Anableps_anableps/range_raster_goode.tif,-52.0679289871712,-1.72771310584401,TRUE,FALSE,TRUE,FALSE
Anas acuta,northern pintail,GCA_963932015.1,Birds,166201297,2021,TRUE,VU,A2bcde+3bcde+4bcde,Decreasing,"North Macedonia, Malta, Spain, Svalbard and Jan Mayen, Switzerland, Latvia, Lithuania, Netherlands, Germany, United Kingdom, Bulgaria, Croatia, Slovenia, Canary Is., Poland, Belgium, Ukraine, Montenegro, Russian Federation, European Russia, Ireland, Azerbaijan, Serbia, Albania, Armenia, Austria, Bosnia and Herzegovina, Italy, Liechtenstein, Cyprus, Denmark, Iceland, Türkiye, Hungary, Greenland, Sweden, Norway, Romania, Portugal, Faroe Islands, Finland, Czechia, Slovakia, Estonia, Greece, Belarus, France, Luxembourg",Europe,2,Anas acuta, ,Anas acuta acuta; Dafila acuta; Anas acuta,Birds,SAMEA112468036,England|Gloucester|Newgounds,51.73 -2.4,NA,MICHELLE O'BRIEN,NA,NA,"The assembly bAnaAcu1.1 is based on 28x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The reported karyotype for this species is n=40. Only 37 autosomes could be confidently assigned during curation.",51.73,-2.4,FALSE,FALSE,results/species/Anas_acuta/range_raster.tif,results/species/Anas_acuta/range_raster_goode.tif,11.7182995474432,39.4202349174717,FALSE,FALSE,FALSE,FALSE
Anas platyrhynchos,mallard,GCA_964188345.1,Birds,166199836,2021,TRUE,LC,NA,Decreasing,"Montenegro, Luxembourg, Liechtenstein, Slovenia, Moldova, Russian Federation, Slovakia, France, Portugal, Belgium, Svalbard and Jan Mayen, United Kingdom, Albania, Italy, European Russia, Belarus, Finland, Bulgaria, Croatia, Faroe Islands, Greece, Armenia, Cyprus, Lithuania, Azerbaijan, Serbia, Türkiye, Czechia, Hungary, Iceland, Norway, Estonia, Georgia, Spain, Ireland, Latvia, Sweden, Bosnia and Herzegovina, Ukraine, Netherlands, North Macedonia, Gibraltar, Germany, Denmark, Switzerland, Austria, Romania, Canary Is., Malta, Greenland, Poland",Europe,2,Anas platyrhynchos, ,Anas boschas; Anas oustaleti; Anas platyrhynchos,Birds,SAMEA113398833,England|Gloucester|Newgounds,51.73 -2.4,NA,MICHELLE O'BRIEN,NA,NA,"The assembly bAnaPla2.hap1.1 is based on 65x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",51.73,-2.4,FALSE,FALSE,results/species/Anas_platyrhynchos/range_raster.tif,results/species/Anas_platyrhynchos/range_raster_goode.tif,13.1547265285303,41.4954762650728,FALSE,FALSE,FALSE,FALSE
