"","scientific_name","iucn_name","assessment_id","category","criteria","pop_trend","locations","year_published","latest","gbif_synonyms","iucn_synonyms","lineage","extended_lineage","english_name","accession_number_for_main_haplotype","biosample_accession","geo_location","latlon","biosample_provider","biosample_collectedby","biosample_comment","assembly_comments","sampling_lat","sampling_lon","vague_location_flag","missing_sampling_location_flag","raster_path_ea","raster_path_goode","centroid_lon","centroid_lat","outside_range_flag","missing_range_flag","zoo_flag","domesticated_flag","priority","map_notes","use_coord"
"11","Chanos chanos","Chanos chanos",151598011,"LC",NA,"Unknown","Uzbekistan, United Arab Emirates, Qatar, Kuwait, Iraq, Bahrain, Hawaiian Is., California, Taiwan, Province of China, Japan, Hong Kong, Saudi Arabia, Pakistan, Oman, Iran, Islamic Republic of, Tanzania, United Republic of, Sudan, South Africa, Somalia, Seychelles, Réunion, Mozambique, Papua New Guinea, Palau, Northern Mariana Islands, Norfolk Island, New Zealand, New Caledonia, Micronesia, Federated States of , Marshall Islands, Kiribati, Guam, French Polynesia, Fiji, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, United States, American Samoa, Australia, Cocos (Keeling) Islands, Cook Islands, Samoa, Solomon Islands, Tonga, Tuvalu, United States Minor Outlying Islands, Vanuatu, Ecuador, Peru, Cambodia, India, China, Indonesia, Malaysia, Maldives, Myanmar, Philippines, Sri Lanka, Thailand, Viet Nam, Comoros, Djibouti, Kenya, Madagascar, Mauritius",2019,TRUE,"Chanos chanos; Mugile chani; Chanos cyprinella; Chanos lubina; Butirinus argenteus; Butirinus maderaspatensis; Chanos salmonoides; Chanos mossambicus; Cyprinus palah; Mugil chanos; Chanos mento; Lutodeira mossambicus; Chanos gardineri; Lutodeira indica; Chanos orientalis; Chanos nuchalis; Chanos arabicus; Leuciscus zeylonicus; Lutodeira mossambica; Chanos chloropterus; Chanos aldrovandi; Chanos oriental; Lutodeira orientalis; Cyprinus pala; Lutodira elongata; Cyprinus tolo; Mugil salmoneus; Lutodeira chanos; Channo chanos; Leuciscus salmoneus; Chanos salmoneus; Lutodeira salmonea; Chanos indicus; Lutodeira chloropterus; Leuciscus palah","Mugil  chanos, Chanos  aldrovandi, Chanos  arabicus, Butirinus  argenteus, Chanos  chloropterus, Chanos  cyprinella, Lutodira elongata, Chanos  gardineri, Lutodeira  indica, Chanos  lubina, Butirinus  maderaspatensis, Chanos  mento, Lutodeira mossambica, Chanos  nuchalis, Chanos  oriental, Chanos  orientalis, Lutodeira  orientalis, Cyprinus  pala, Mugil  salmoneus, Chanos  salmonoides, Cyprinus  tolo, Leuciscus  zeylonicus","Fishes","Ray-finned fishes","milkfish","GCA_902362185.1","SAMEA5159473",NA,NA,NA,NA,NA,"The assembly fChaCha1.1 is based on 68x PacBio data, 78x 10X Genomics Chromium data, BioNano data and 93x Dovetail Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with Purge Dups, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Chanos_chanos/range_raster.tif","results/species/Chanos_chanos/range_raster_goode.tif",103.850815462567,0.954730037974723,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"12","Cottoperca gobio","Cottoperca trigloides",2373791,"LC",NA,"Unknown","Falkland Islands (Malvinas), Chile, Argentina",2020,TRUE,"Cottoperca trigloides","Batrachus trigloides, Cottoperca gobio","Fishes","Ray-finned fishes","channel bull blenny","GCA_900634415.1","SAMEA104242975",NA,NA,NA,NA,NA,NA,-52.668,-59.19733,FALSE,FALSE,"results/species/Cottoperca_trigloides/range_raster.tif","results/species/Cottoperca_trigloides/range_raster_goode.tif",-66.1519334319489,-48.8110241472707,NA,FALSE,FALSE,FALSE,2,"Manual sampling (coords from email)","sampling"
"13","Denticeps clupeoides","Denticeps clupeoides",134946905,"VU","B2ab(iii)","Unknown","Nigeria, Cameroon, Benin",2020,TRUE,"Acanthothrissa palimptera; Denticeps clupeoides","Acanthothrissa palimptera","Fishes","Ray-finned fishes","denticle herring","GCA_900700375.2","SAMEA104129917",NA,NA,NA,NA,NA,"The assembly fDenClu1.2 is based on 63x PacBio Sequel data and 89x coverage Illumina HiSeqX data from a 10X Genomics Chromium library generated at the Wellcome Sanger Institute, as well as BioNano Saphyr DLE data generated at the Rockefeller University Vertebrate Genome Laboratory and 95x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. An initial PacBio assembly of fDenClu1 was made using Falcon-unzip, and retained haplotigs were identified using purge_haplotigs. The primary contigs were then scaffolded using the 10X data with scaff10x, then scaffolded further with BioNano hybrid scaffolding and scaffolded further still using the Hi-C data with SALSA2. Polishing and gap-filling of both the primary scaffolds and haplotigs was performed using the PacBio reads and Arrow, followed by two rounds of Illumina polishing using the 10X data and freebayes. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was manually improved using gEVAL to correct mis-joins, improve concordance with the BioNano and Hi-C data and remove retained haplotypic duplication using purge_haplotigs. Chromosomes identified from the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Denticeps_clupeoides/range_raster.tif","results/species/Denticeps_clupeoides/range_raster_goode.tif",6.41439670511579,5.72994464881557,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"14","Echeneis naucrates","Echeneis naucrates",76649216,"LC",NA,"Stable","Taiwan, Province of China, Korea, Republic of, Japan, Mozambique Channel Is., Yemen, United Arab Emirates, Türkiye, Syrian Arab Republic, Saudi Arabia, Qatar, Pakistan, Oman, Lebanon, Kuwait, Jordan, Israel, Iraq, Iran, Islamic Republic of, Cyprus, Bahrain, Togo, Tanzania, United Republic of, Sudan, South Africa, Somalia, Sierra Leone, Seychelles, Senegal, Sao Tome and Principe, Saint Helena, Ascension and Tristan da Cunha, Réunion, Nigeria, Namibia, Mozambique, Mayotte, Mauritius, Mauritania, Madagascar, Liberia, Kenya, Guinea-Bissau, Guinea, Ghana, Gambia, Gabon, Eritrea, Equatorial Guinea, Djibouti, Côte d'Ivoire, Congo, The Democratic Republic of the, Comoros, Cabo Verde, Cameroon, Benin, Angola, Viet Nam, Timor-Leste, Thailand, Sri Lanka, Singapore, Philippines, Myanmar, Maldives, Malaysia, Indonesia, Nicobar Is., China, Andaman Is., India, Spratly Is., Nauru, Micronesia, Federated States of , Marshall Islands, Phoenix Is., Puerto Rico, Kiribati, French Polynesia, Fiji, Cook Islands, Cocos (Keeling) Islands, Christmas Island, Australia, American Samoa, Montserrat, Martinique, Jamaica, Haiti, Guadeloupe, Grenada, Dominican Republic, Dominica, Curaçao, United States, Cuba, El Salvador, Costa Rica, Belize, Bahamas, Canary Is., Spain, Aruba, Madeira, Antigua and Barbuda, Portugal, Anguilla, Clipperton I., France, Guatemala, Honduras, Barbados, Mexico, Bermuda, Bonaire, Sint Eustatius and Saba, Nicaragua, Panama, Egypt, Morocco, Western Sahara, Cayman Islands, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Palau, Papua New Guinea, Pitcairn, Samoa, Solomon Islands, Tokelau, Tonga, Tuvalu, United States Minor Outlying Islands, Howland-Baker Is., French Southern Territories, Saint Barthélemy, Johnston I., US Line Is., Wake Is., Vanuatu, Wallis and Futuna, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Brazil, Saint Vincent and the Grenadines, Sint Maarten (Dutch part), Trinidad and Tobago, Chile, Turks and Caicos Islands, Easter Is., Virgin Islands, British, Colombia, Ecuador, Ecuador (mainland), Galápagos, French Guiana, Guyana, Virgin Islands, U.S., Peru, Venezuela, Bolivarian Republic of, Bangladesh, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Disputed Territory, Paracel Is.",2015,TRUE,"Echeneis naucrates; Echeneis neucratoides","Leptecheneis naucrates, Echeneis chiromacer, Echeneis fasciata, Echeneis fusca, Echeneis metallica, Echeneis vittata, Leptecheneis flaviventris, Echeneis lunata, Echeneis naucratus, Echeneis guaican, Echneis naucrates, Echeneis neucrates, Echeneis scaphecrates","Fishes","Ray-finned fishes","live sharksucker","GCA_900963305.2","SAMEA4966390",NA,NA,NA,NA,NA,"The assembly fEcheNa1.2 is based on
62x PacBio data,
100x coverage 10X Genomics Chromium data, BioNano data and
112x coverage Dovetail Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with Purge Haplotigs, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds are named by synteny to medaka.",NA,NA,FALSE,TRUE,"results/species/Echeneis_naucrates/range_raster.tif","results/species/Echeneis_naucrates/range_raster_goode.tif",43.5491910854028,2.66600458896847,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"15","Erithacus rubecula","Erithacus rubecula",166350059,"LC",NA,"Stable","Latvia, Liechtenstein, Hungary, Montenegro, Ireland, Albania, Russian Federation, European Russia, Canary Is., Germany, Luxembourg, Iceland, Spain, Serbia, Poland, Azerbaijan, Lithuania, Gibraltar, Ukraine, Denmark, France, Italy, Slovakia, Switzerland, Portugal, Cyprus, Türkiye, Malta, Croatia, Armenia, North Macedonia, Greece, Bulgaria, Netherlands, Faroe Islands, Svalbard and Jan Mayen, Andorra, Estonia, Belgium, United Kingdom, Austria, Romania, Belarus, Moldova, Sweden, Bosnia and Herzegovina, Finland, Czechia, Norway, Slovenia, Georgia",2021,TRUE,"Erithacus rubecula sardus; Erithacus dandalus sardus; Motacilla rubecula; Erithacus rubecula armoricanus; Erithacus rubecula",NA,"Birds","Birds","European robin","GCA_903797595.2","SAMEA4760689",NA,NA,NA,NA,NA,"The assembly bEriRub2.2 is based on 41x PacBio data, 22x 10X Genomics Chromium data, and 42x Dovetail Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig separation with purge_dups, 10X based scaffolding with scaff10x, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Erithacus_rubecula/range_raster.tif","results/species/Erithacus_rubecula/range_raster_goode.tif",30.1047050279115,47.2550881384396,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"16","Erpetoichthys calabaricus","Erpetoichthys calabaricus",135026602,"NT","B2a","Unknown","Nigeria, Cameroon, Benin, Congo, Angola",2020,TRUE,"Erpetoichthys calabaricus; Calamichthys calabaricus; Calamoichthys calabaricus; Calanichthys calabaricus; Herpetoichthys calabaricus; Calamichthys calabarica; Polypterus erpetoideus; Erpetoichthys calabaris; Erpetoichthys robbianus","Erpetoichthys robbianus, Polypterus erpetoideus","Fishes","Ray-finned fishes","reedfish","GCA_900747795.4","SAMEA104026374",NA,NA,NA,NA,NA,"The assembly fErpCal1.3 is based on 58x PacBio data, 31x 10X Genomics Chromium data, and 35x Arima Hi-C data generated at the Wellcome Sanger Institute, as well as BioNano Saphyr DLE data generated at the Rockefeller University Vertebrate Genome Laboratory. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig separation with purge_dups, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding with Solve, Hi-C based scaffolding with SALSA2, Arrow polishing using Merfin, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The GC profile of chromosome 11 is very unusual when compared with the other chromosomes.",NA,NA,FALSE,TRUE,"results/species/Erpetoichthys_calabaricus/range_raster.tif","results/species/Erpetoichthys_calabaricus/range_raster_goode.tif",8.16711173125202,5.1594006041426,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"17","Eublepharis macularius","Eublepharis macularius",1072324,"LC",NA,"Stable","Iran, Islamic Republic of, Afghanistan, Pakistan, India, Rajasthan, Jammu-Kashmir, Punjab, Nepal",2021,TRUE,"Cyrtodactylus macularius; Eublepharis macularius; Eublepharis turkmenicus; Eublepharis turcmenicus","Eublepharis afghanicus, Eublepharis macularius, Eublepharis fasciolatus, Eublepharis gracilis, Cyrtodactylus macularius","Reptiles","Lepidosauria","leopard gecko","GCA_028583425.1","SAMN31016422",NA,NA,"Gamble Lab","Tony Gamble","offspring",NA,NA,NA,FALSE,TRUE,"results/species/Eublepharis_macularius/range_raster.tif","results/species/Eublepharis_macularius/range_raster_goode.tif",72.1068752902205,29.45314239511,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"18","Geotrypetes seraphini","Geotrypetes seraphini",207457188,"LC",NA,"Decreasing","Côte d'Ivoire, Guinea, Congo, Liberia, Cameroon, Cabinda, Congo, The Democratic Republic of the, Angola, Bioko, Ghana, Gabon, Equatorial Guinea, Equatorial Guinea (mainland), Nigeria, Sierra Leone",2023,TRUE,"Geotrypetes seraphini congoensis; Geotrypetes seraphini occidentalis; Caecilia seraphini; Geotrypetes seraphini seraphini; Schistometopum garzonheydti; Geotrypetes congoensis; Uraeotyphlus africanus; Geotrypetes seraphini; Hypogeophis seraphini; Uraeotyphlus seraphini","Caecilia seraphini","Amphibians","Amphibians","Gaboon caecilian","GCA_902459505.2","SAMEA104387963",NA,NA,NA,NA,NA,"The assembly aGeoSer1.2 is based on 67x PacBio data, 28x 10X Genomics Chromium data, BioNano data and 20x Dovetail Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with Purge Haplotigs, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Geotrypetes_seraphini/range_raster.tif","results/species/Geotrypetes_seraphini/range_raster_goode.tif",4.94160317461332,3.43367317318413,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"19","Girardinichthys multiradiatus","Girardinichthys multiradiatus",3150207,"EN","B2ab(i,ii,iii,iv)","Decreasing","Morelos, Querétaro, Hidalgo, México State, Michoacán, Mexico",2019,TRUE,"Girardinichthys multiradiatus; Lermichthys multiradiatus; Characodon multiradiatus; Girardinichthys limnurgus; Girardinichthys innominatus","Lermichthys multiradiatus, Girardinichthys limnurgus, Characodon multiradiatus","Fishes","Ray-finned fishes","darkedged splitfin","GCA_021462225.2","SAMN22242658",NA,NA,"Constantino Macias Garcia; Universidad Nacional Autnoma de Mxico in 2011 at Salazar Lagoon, Mexico",NA,NA,"In the first version of this genome the authors had assembled the genome into a total of 24 chromosomes which they named by sorting the final scaffolds by length. This resulted in scaffold_20 of v01 being named as ""chromosome 16"". After deeper analysis the authors concluded that scaffold_20 was actually the combination of both sex chromosomes (X and Y). In this version of the assembly (JAJATY020000000) chromosome 16 is replaced by chromosomes X and Y.",NA,NA,FALSE,TRUE,"results/species/Girardinichthys_multiradiatus/range_raster.tif","results/species/Girardinichthys_multiradiatus/range_raster_goode.tif",-99.968034226471,19.6118989616616,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"20","Gorilla gorilla","Gorilla gorilla",136250858,"CR","A4bcde","Decreasing","Nigeria, Gabon, Equatorial Guinea (mainland), Congo, Central African Republic, Cameroon, Cabinda, Equatorial Guinea, Angola",2018,TRUE,"Troglodytes gorilla; Gorilla gorilla","Troglodytes gorilla","Mammals","Mammals","gorilla","GCA_029281585.3","SAMN04003007",NA,NA,NA,NA,NA,"This is the goldenpath principal haplotype containing all chromosomes. The maternal (JAQQLJ000000000) and paternal (JAQQLK000000000) haplotypes are also available.
The mitochondrial genome was added to the assembly on May 2024.",NA,NA,FALSE,TRUE,"results/species/Gorilla_gorilla/range_raster.tif","results/species/Gorilla_gorilla/range_raster_goode.tif",13.3832127722316,0.769339894873735,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"21","Gouania willdenowi","Gouania willdenowi",257016762,"LC",NA,"Unknown","France, Monaco, Spain, Italy",2025,TRUE,"Gouania willdenowi; Gouania prototypus; Lepadogaster piger; Gouana pigra; Leptopterygius coccoi; Rupisuga nicensis; Lepadogaster willdenowi; Gouania wildenowi","Lepadogaster willdenowi, Gouania prototypus, Lepadogaster piger, Leptopterygius coccoi, Rupisuga nicensis","Fishes","Ray-finned fishes","blunt-snouted clingfish","GCA_900634775.2","SAMEA104026382",NA,NA,NA,NA,NA,"The assembly fGouWil2.2 is based on
58x PacBio Sequel data,
67x coverage Illumina HiSeqX data from a 10X Genomics Chromium library and two-enzyme BioNano Irys data generated at the Wellcome Sanger Institute as well as
83x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. The assembly was made using the Vertebrate Genomes Project v1.5 assembly pipeline on DNAnexus. An initial PacBio assembly was made using Falcon-unzip, and retained haplotigs were identified using purge_haplotigs. The primary contigs were then scaffolded using the 10X data with scaff10x, then scaffolded further with BioNano hybrid scaffolding and scaffolded further still using the Hi-C data with SALSA2. Polishing and gap-filling of both the primary scaffolds and haplotigs was performed using the PacBio reads and Arrow, followed by two rounds of Illumina polishing using the 10X data and freebayes. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was manually improved using gEVAL to correct mis-joins and improve concordance with the BioNano and Hi-C data. Chromosomes are named by synteny to medaka.",NA,NA,FALSE,TRUE,"results/species/Gouania_willdenowi/range_raster.tif","results/species/Gouania_willdenowi/range_raster_goode.tif",6.48668168965522,40.7031510001212,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"22","Lutra lutra","Lutra lutra",227078232,"NT","A3c+4c","Increasing","Netherlands, Liechtenstein, Slovenia, Slovakia, Spain, Gibraltar, Luxembourg, Moldova, Latvia, Switzerland, Albania, Austria, Belgium, Poland, Italy, Belarus, Montenegro, United Kingdom, Lithuania, Bosnia and Herzegovina, Greece, Portugal, Romania, Hungary, Bulgaria, Croatia, France, Czechia, Sweden, Ukraine, Finland, Serbia, Estonia, North Macedonia, Norway, Ireland, San Marino, Germany, European Russia, Türkiye-in-Europe, France (mainland), East Aegean Is., Greece (mainland), Russian Federation, Türkiye, Italy (mainland), Portugal (mainland), Kosovo, Serbia, Spain (mainland), Great Britain, Ukraine (main part), Central European Russia, East European Russia, Kaliningrad, North European Russia, Northwest European Russia, South European Russia",2025,TRUE,"Lutra piscatoria; Lutra vulgaris; Viverra lutra; Lutra lutra","Lutra nippon, Viverra lutra","Mammals","Mammals","Eurasian otter","GCA_902655055.2","SAMEA994731",NA,NA,NA,NA,NA,"The assembly mLutLut1.2 is based on 63x PacBio data, 58x 10X Genomics Chromium data, BioNano data and 17x Hi-C data generated at the Baylor College of Medicine. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with Purge Haplotigs, 10X based scaffolding with scaff10x, Hi-C based scaffolding and improvement by the Aiden lab as part of a collaboration with DNA Zoo using 3D-DNA and Juicebox, Arrow polishing, and two rounds of FreeBayes polishing. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Lutra_lutra/range_raster.tif","results/species/Lutra_lutra/range_raster_goode.tif",76.8029649596631,45.193064075989,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"23","Lycocorax pyrrhopterus","Lycocorax pyrrhopterus",264380548,"LC",NA,"Decreasing","Indonesia",2024,TRUE,"Lycocorax pyrrhopterus",NA,"Birds","Birds","paradise crow","GCA_014706295.1","SAMN15881065",NA,NA,NA,NA,"PacBio; CHiCAGO; 10X Genomics; HiC; gap-filled; manually curated",NA,NA,NA,FALSE,TRUE,"results/species/Lycocorax_pyrrhopterus/range_raster.tif","results/species/Lycocorax_pyrrhopterus/range_raster_goode.tif",128.018172919747,0.895530804106286,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"24","Mastacembelus armatus","Mastacembelus armatus",60592409,"LC",NA,"Stable","Myanmar, Assam, Uttaranchal, Cambodia, Pakistan, China, West Bengal, Bangladesh, Viet Nam, Arunachal Pradesh, Meghalaya, India, Jharkand, Thailand, Sri Lanka, Nepal, Bihar",2019,TRUE,"Mastacembelus manipurensis; Mastacembelus marmoratus; Macrognathus hamiltonii; Mastacembelus armatus armatus; Mastacembelus ponticerianus; Macrognathus caudatus; Macrognathus armatus; Macrognathus hamiltoni; Mastacembelus armatus","Macrognathus armatus","Fishes","Ray-finned fishes","zig-zag eel","GCA_900324485.3","SAMEA104026378",NA,NA,NA,NA,NA,"The assembly fMasArm1.3 is based on 52x PacBio Sequel data, 99x coverage Illumina HiSeqX data from a 10X Genomics Chromium library generated at the Wellcome Sanger Institute, as well as two-enzyme BioNano Saphyr data generated at the Rockefeller University Vertebrate Genome Laboratory and 245x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. An initial PacBio assembly was made using Falcon-unzip and the primary contigs extended by merging with a miniasm assembly. The contigs were then scaffolded using the 10X data with scaff10x, and using synteny with Lates calcarifer (Asian seabass). After using the PacBio data to gap fill with PBJelly and polish with Arrow, the assembly was polished again using the 10X Illumina data and freebayes. Finally, the assembly was further manually curated using gEVAL to correct mis-joins and improve concordance with the BioNano and Arima Hi-C data. This was the fMasArm1.1 assembly. A updated fMasArm1.2 assembly has been further curated using the Hi-C data to separate out haplotigs, identify further breaks and joins and produce chromosomal-level scaffolds. The further updated fMasArm1.3 assembly includes a mitochondrial assembly produced at The Rockefeller University using mitoVGP. Chromosomes have been named by synteny to medaka.",NA,NA,FALSE,TRUE,"results/species/Mastacembelus_armatus/range_raster.tif","results/species/Mastacembelus_armatus/range_raster_goode.tif",87.1233592583432,19.052441419225,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"25","Microcaecilia unicolor","Microcaecilia unicolor",120327721,"LC",NA,"Unknown","French Guiana",2018,TRUE,"Microcaecilia unicolor; Rhinatrema concolor; Rhinatrema unicolor; Gymnopis unicolor","Rhinatrema unicolor","Amphibians","Amphibians","tiny cayenne caecilian","GCA_901765095.2","SAMEA104387962",NA,NA,NA,NA,NA,"The assembly aMicUni1.2 is based on
53x PacBio data,
52x coverage 10X Genomics Chromium data, BioNano data and
25x coverage Arima Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with Purge Haplotigs, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,"results/species/Microcaecilia_unicolor/range_raster.tif","results/species/Microcaecilia_unicolor/range_raster_goode.tif",-52.9895031577857,4.65376220706754,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"26","Micropterus salmoides","Micropterus salmoides",58310038,"LC",NA,"Stable","United States, Canada",2019,TRUE,"Micropterus salmoides; Huro nigricans; Grystes nuecensis; Pikea sericea; Grystes nobilis; Grystes megastoma; Labrus salmoides; Grystes nigricans; Perca nigricans; Dioplites nuecensis; Aplites salmoides; Grystes salmoides; Huro salmoides","Labrus salmoides","Fishes","Ray-finned fishes","large-mouth bass","GCA_019677235.1","SAMN15783178",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"results/species/Micropterus_salmoides/range_raster.tif","results/species/Micropterus_salmoides/range_raster_goode.tif",-89.7814037033624,39.0538563122473,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
"27","Myripristis murdjan","Myripristis murdjan",115436138,"LC",NA,"Unknown","Sri Lanka, Australia, Japan, American Samoa, Korea, Republic of, Thailand, Mozambique Channel Is., Timor-Leste, Fiji, Maldives, Saudi Arabia, Cocos (Keeling) Islands, Yemen, Tuvalu, Tonga, Disputed Territory, Indonesia, Mozambique, Solomon Islands, Malaysia, Samoa, Papua New Guinea, Réunion, China, Jordan, Wallis and Futuna, Vanuatu, Seychelles, Marshall Islands, Somalia, British Indian Ocean Territory, Kiribati, Sudan, Tanzania, United Republic of, Guam, Israel, Gilbert Is., Brunei Darussalam, India, French Southern Territories, Spratly Is., Nauru, Taiwan, Province of China, Micronesia, Federated States of , Eritrea, Djibouti, Egypt, Comoros, Palau, Mayotte, Mauritius, Northern Mariana Islands, Madagascar, New Caledonia, Kenya, Oman, Christmas Island, Midway Is., Philippines, United States Minor Outlying Islands, Myanmar",2016,TRUE,"Ostichthys parvidens; Ostichthys murdjan; Myripristes murdjan; Perca murdjan; Myripristis melanophrys; Sciaena murdjan; Myripristis murdjan intermedia; Myripristes murdjan intermedia; Myripristis intermedius; Holocentrum melanophrys; Myripristis axillaris; Myripristis parvidens; Myripristis bowditchae; Myripristis maculatus; Myripristis murdjan","Sciaena murdjan","Fishes","Ray-finned fishes","pinecone soldierfish","GCA_902150065.1","SAMEA4872133",NA,NA,NA,NA,NA,"The assembly fMyrMur1.1 is based on
45x PacBio data,
89x coverage 10X Genomics Chromium data, BioNano data and
39x coverage Arima Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with purge_dups, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds are named by synteny to medaka.",NA,NA,FALSE,TRUE,"results/species/Myripristis_murdjan/range_raster.tif","results/species/Myripristis_murdjan/range_raster_goode.tif",106.715830338399,-1.65761983231903,NA,FALSE,FALSE,FALSE,2,NA,"centroid"
