...1,X.1,scientific_name,iucn_name,assessment_id,category,criteria,pop_trend,locations,year_published,latest,gbif_synonyms,iucn_synonyms,X,lineage,extended_lineage,english_name,accession_number_for_main_haplotype,biosample_accession,geo_location,latlon,comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
440,440,Polymixia cf. hollisterae,Polymixia cf. hollisterae,NA,NE,NA,NA,NA,NA,NA,NA,NA,453,Fishes,Ray-finned fishes,Bermuda beardfish,GCA_048537225.1,SAMN42899157,"Australia: Indian Ocean Territories, Christmas Island",NA,NA,-10.49386,105.60415,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
441,441,Polymixia lowei,Polymixia lowei,16781763,LC,NA,Unknown,"Venezuela, Bolivarian Republic of, Uruguay, Suriname, Virgin Islands, U.S., Guyana, French Guiana, Colombia, Virgin Islands, British, Turks and Caicos Islands, Trinidad and Tobago, Sint Maarten (Dutch part), Saint Vincent and the Grenadines, Brazil, Saint Martin (French part), Saint Lucia, Saint Kitts and Nevis, Saint Barthélemy, Puerto Rico, Montserrat, Martinique, Jamaica, Bonaire, Sint Eustatius and Saba, Bermuda, Mexico, Barbados, Honduras, Guatemala, Costa Rica, Belize, Bahamas, Aruba, Antigua and Barbuda, Anguilla, Nicaragua, Panama, Cayman Islands, Canada, Cuba, United States, Curaçao, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti",2019,TRUE,Polymixia lowei,NA,452,Fishes,Ray-finned fishes,beardfish,GCA_047511565.1,SAMN45134564,Atlantic Ocean,39.5580 N 67.3343 W,NA,39.558,-67.3343,FALSE,FALSE,results/species/Polymixia_lowei/range_raster.tif,results/species/Polymixia_lowei/range_raster_goode.tif,-74.6100412408429,20.0004576289369,TRUE,FALSE,FALSE,FALSE
444,444,Poromitra crassiceps,Poromitra crassiceps,45140276,LC,NA,Unknown,"United Kingdom, Spain, Portugal, Madeira, Ireland, Iceland, France, Faroe Islands, Canary Is., Azores, Spain (mainland), Selvagens, Northern Ireland, France (mainland), Portugal (mainland)",2015,TRUE,Melamphaes crassiceps; Scopelus crassiceps; Poromitra crassiceps,"Poromitra cristiceps, Plectromus cristiceps, Melamphaes crassiceps, Melamphaes frontosus, Poromitrella nigriceps, Melamphaes cristiceps, Plectromus coronatus, Melamphaes nigrofulvus, Scopelus crassiceps, Melamphaes atlanticus, Melamphaes rugosus",454,Fishes,Ray-finned fishes,crested bigscale,GCA_964638095.1,SAMEA8748810,Southern Ocean,-55.03478 -42.76694,"The assembly fPorCra3.hap1.1 is based on 48x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Due to a fission in chromosome 8, the haplotypes 1 and 2 have 30 and 31 chromosomes respectively. The chromosome 8 is named as 8A and 8B in hap2. A translocation between chromosomes 6 and 8 was also detected.",-55.03478,-42.76694,FALSE,FALSE,results/species/Poromitra_crassiceps/range_raster.tif,results/species/Poromitra_crassiceps/range_raster_goode.tif,-25.0406798170143,0.379620552900149,TRUE,FALSE,FALSE,FALSE
447,447,Pristipomoides typus,Pristipomoides typus,2327639,LC,NA,Unknown,"Tanzania, United Republic of, Papua New Guinea, Sri Lanka, Indonesia, Philippines, Japan, Seychelles, Mauritius, Réunion, India, Malaysia, Thailand, Australia, Somalia, Kenya, Fiji, Palau, Disputed Territory, Spratly Is., Andaman Is., Nicobar Is., Myanmar, Singapore, Timor-Leste, Madagascar",2016,TRUE,Pristispomoides typus; Pristipomoides typus,Pristispomoides typus,525,Fishes,Ray-finned fishes,sharptooth jobfish,GCA_045363895.1,SAMN40589651,"Australia: Western Australia, SW of Barrow Island",NA,NA,-20.77692,115.39185,FALSE,FALSE,results/species/Pristipomoides_typus/range_raster.tif,results/species/Pristipomoides_typus/range_raster_goode.tif,115.820929043385,-1.76388358655789,TRUE,FALSE,FALSE,FALSE
450,450,Protomyctophum parallelum,Protomyctophum parallelum,130414420,LC,NA,Unknown,"Heard Island and McDonald Islands, Kerguelen, Marion-Prince Edward Is., South Africa, Tristan da Cunha, Saint Helena, Ascension and Tristan da Cunha, Crozet Is., Amsterdam-St. Paul Is., Uruguay, Falkland Islands (Malvinas), Chile, South Georgia and the South Sandwich Islands, South Georgia, South Sandwich Is., Antarctica, Bouvet Island, Australia, Macquarie Is., New Zealand, Norfolk Island, French Southern Territories, Argentina, Brazil",2019,TRUE,Protomyctophum paralellum; Myctophum parallelum; Protomyctophum parallelum,Myctophum parallelum,441,Fishes,Ray-finned fishes,parallel lanternfish,GCA_964188405.1,SAMEA12815440,Southern Ocean,-53.94395 -49.31091,"The assembly fProPar1.1 is based on 35x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. A manually phased assembly (based on HiC signal) was generated from a jointly curated primary and alt assembly. Both haplotypes are assembled to chromosome scale. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-53.94395,-49.31091,FALSE,FALSE,results/species/Protomyctophum_parallelum/range_raster.tif,results/species/Protomyctophum_parallelum/range_raster_goode.tif,-1.48052484655741,-46.8004121685249,TRUE,FALSE,FALSE,FALSE
457,457,Pygocentrus nattereri,Pygocentrus nattereri,1815617,LC,NA,Stable,"Formosa, Argentina, Buenos Aires, Corrientes, Ecuador (mainland), Suriname, Minas Gerais, Paraíba, Entre Ríos, Misiones, Venezuela (mainland), Tocantins, Venezuela, Bolivarian Republic of, Santa Fé, Mato Grosso, Paraná, Peru, Espírito Santo, Sergipe, Bolivia, Plurinational States of, Rondônia, Colombia, Brazil, Uruguay, Maranhão, Rio Grande do Norte, Amazonas, Acre, Amapá, Goiás, Pará, Ceará, São Paulo, Roraima, Santa Catarina, Mato Grosso do Sul, Piauí, Guyana, Rio Grande do Sul, Alagoas, Pernambuco, Ecuador, French Guiana, Paraguay, Bahia, Brasília Distrito Federal, Rio de Janeiro, United States, Colombia (mainland), Hawaiian Is., Chaco, Córdoba, Jujuy, Salta",2024,TRUE,Serrasalmus ternetzi; Pygocentrus ternetzi; Pygocentrus altus; Pygocentrus natterei; Serrasalmo ternetzi; Serrasalmus natterei; Serrasalmus nattereri; Rooseveltiella nattereri; Pygocentrus nattereri,"Serrassalmo  ternetzi, Pygocentrus altus",419,Fishes,Ray-finned fishes,red-bellied piranha,GCA_015220715.1,SAMN12623623,"Netherlands: Dejong Marinelife, Rotterdam",51.9244201 N 4.4777325 E,NA,51.9244201,4.4777325,FALSE,FALSE,results/species/Pygocentrus_nattereri/range_raster.tif,results/species/Pygocentrus_nattereri/range_raster_goode.tif,-58.0734682661251,-9.81492574249728,TRUE,FALSE,FALSE,FALSE
460,460,Ranitomeya imitator,Ranitomeya imitator,177121453,LC,NA,Stable,Peru,2020,TRUE,Ranitomeya imitator; Ranitomeya intermedia; Dendrobates imitator yurimaguensis; Dendrobates imitator intermedius; Dendrobates imitator,"Ranitomeya intermedia, Dendrobates imitator",373,Amphibians,Amphibians,mimic poison frog,GCA_032444005.1,SAMN32907850,"USA: Stanford University, Palo Alto",37.42993 N 122.17238 W,NA,37.42993,-122.17238,FALSE,FALSE,results/species/Ranitomeya_imitator/range_raster.tif,results/species/Ranitomeya_imitator/range_raster_goode.tif,-76.1363048928546,-6.23480370021166,TRUE,FALSE,FALSE,FALSE
461,461,Rattus norvegicus,Rattus norvegicus,165118026,LC,NA,Stable,"Mongolia, Japan, Uzbekistan, Türkiye, Tajikistan, Syrian Arab Republic, Lebanon, Kyrgyzstan, Kazakhstan, Israel, Iran, Islamic Republic of, Georgia, Cyprus, Azerbaijan, Armenia, Viet Nam, Thailand, Singapore, Philippines, Montenegro, Malta, North Macedonia, Lithuania, Latvia, Jersey, Italy, Isle of Man, Ireland, Iceland, Hungary, Guernsey, Albania, Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Netherlands, Norway, Poland, Portugal, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom, Egypt, Belarus, Russian Federation, Ukraine, Papua New Guinea, Brunei Darussalam, Cambodia, China, Indonesia, Lao People's Democratic Republic, Malaysia, Myanmar",2016,TRUE,Epimys norvegicus; Rattus norvegicus otomoi; Mus decumanus; Mus decumanus major; Mus plumbeus; Mus surmolottus; Mus hibernicus; Mus griseipectus; Rattus caspius; Rattus decimallus; Rattus caraco; Mus maurus; Rattus humiliatus sowerbyi; Mus decumanus hybridus; Mus magnirostris; Mus norvegicus; Mus ouangthomae; Rattus norvegicus primarius; Mus humiliatus; Mus javanus; Epimys norvegicus socer; Rattus humiliatus insolatus; Mus caspius; Rattus decumanus; Mus sylvaticus discolor; Mus decumanoides; Rattus norvegicus albus; Mus maniculatus; Mus norvegicus praestans; Mus caraco; Rattus norvegicus,"Rattus caspius, Rattus decimallus, Rattus caraco, Mus norvegicus",36,Mammals,Mammals,Norway rat,GCA_015227675.2,SAMN16261960,"USA: Wisconsin, Milwaukee, Medical College of Wisconsin",NA,NA,43.0438671,-88.0224532,FALSE,FALSE,results/species/Rattus_norvegicus/range_raster.tif,results/species/Rattus_norvegicus/range_raster_goode.tif,62.0256662865851,41.4779710052398,TRUE,FALSE,FALSE,FALSE
462,462,Rhamphochromis chilingali,Rhamphochromis chilingali,NA,NE,NA,NA,NA,NA,NA,NA,NA,486,Fishes,Ray-finned fishes,Chilingali cichlid,GCA_963969265.1,SAMEA112818853,CAMBRIDGE UNIVERSITY | AQUARIA FACILITY,52.204 0.12,"The assembly fRhaChi2.1 is based on 64x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",52.204,0.12,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
466,466,Rhinogobio nasutus,Rhinogobio nasutus,NA,NE,NA,NA,NA,NA,NA,Rhinogobio nasutus; Megagobio nasutus,NA,417,Fishes,Ray-finned fishes,Rhinogobio nasutus,GCA_048301585.1,SAMN45903276,China:Baiyin,NA,NA,36.536461,104.784953,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
472,472,Rhinolophus yonghoiseni,Rhinolophus yonghoiseni,NA,NE,NA,NA,NA,NA,NA,NA,NA,124,Mammals,Mammals,Yong hoi sen's woolly horseshoe bat,GCA_043880425.1,SAMN33413875,"Malaysia: Nature Education and Research Centre, Endau Rompin National Park",NA,NA,2.529271,103.401344,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
474,474,Rhinopoma microphyllum,Rhinopoma microphyllum,21998943,LC,NA,Stable,"Niger, Benin, Guinea, Oman, Pakistan, Saudi Arabia, Morocco, Egypt, Ghana, Syrian Arab Republic, Mali, Western Sahara, Djibouti, Sudan, Central African Republic, Côte d'Ivoire, Iraq, Lebanon, Myanmar, Thailand, Iran, Islamic Republic of, Indonesia, Bangladesh, Togo, Senegal, Mauritania, Yemen, Jordan, Libya, Nigeria, Sierra Leone, Chad, Eritrea, Burkina Faso, India, Algeria, Israel, Ethiopia, Liberia, Tunisia",2017,TRUE,Rhinopoma microphyllum kinneari; Vespertilio microphyllus; Rhinopoma sumatrae; Rhinopoma microphyllum microphyllum; Rhinopoma hadithaensis; Rhinopoma microphyllum harrisoni; Rhinopoma kinneari; Rhinopoma microphyllum asirensis; Rhinopoma microphyllum sumatrae; Rhinopoma microphyllum,Rhinopoma hadithaensis,131,Mammals,Mammals,Greater mouse-tailed bat,GCA_043880545.1,SAMN33421188,Israel: Northern Israel,NA,NA,33.0601833,35.2448195,FALSE,FALSE,results/species/Rhinopoma_microphyllum/range_raster.tif,results/species/Rhinopoma_microphyllum/range_raster_goode.tif,29.6913171523515,19.8047923358347,TRUE,FALSE,FALSE,FALSE
475,475,Rhynchocyon petersi,Rhynchocyon petersi,21286959,LC,NA,Decreasing,"Kenya, Tanzania, United Republic of",2016,TRUE,Rhynchocyon petersi,NA,6,Mammals,Mammals,black and rufous elephant shrew,GCA_043290085.1,SAMN43274963,"USA: Bronx, New York",40.8538 N 73.8755 W,NA,40.8538,-73.8755,FALSE,FALSE,results/species/Rhynchocyon_petersi/range_raster.tif,results/species/Rhynchocyon_petersi/range_raster_goode.tif,38.6946001339259,-6.08533753013729,TRUE,FALSE,FALSE,FALSE
479,479,Rousettus aegyptiacus,Rousettus aegyptiacus,211021855,CR,A2abc,Decreasing,Cyprus,2023,TRUE,Rousettus aegyptiacus; Rousettus egyptiacus,"Pteropus egyptiacus, Rousettus egyptiacus",127,Mammals,Mammals,Egyptian fruit bat,GCA_014176215.1,SAMN14734550,USA: Berkeley (captive colony),NA,NA,37.872404,-122.260341,FALSE,FALSE,results/species/Rousettus_aegyptiacus/range_raster.tif,results/species/Rousettus_aegyptiacus/range_raster_goode.tif,26.4344257783369,1.07112942569209,TRUE,FALSE,FALSE,FALSE
483,483,Saimiri boliviensis,Saimiri boliviensis,192584127,LC,NA,Decreasing,"Acre, Amazonas, Bolivia, Plurinational States of, Brazil, Peru",2021,TRUE,Callithrix boliviensis; Saimiri boliviensis,NA,20,Mammals,Mammals,Bolivian squirrel monkey,GCA_048565385.1,SAMN46760316,"USA: Bastrop, Texas",30.209605 N 97.301861 W,NA,30.209605,-97.301861,FALSE,FALSE,results/species/Saimiri_boliviensis/range_raster.tif,results/species/Saimiri_boliviensis/range_raster_goode.tif,-69.1373475126932,-10.0942967816319,TRUE,FALSE,FALSE,FALSE
488,488,Sarcophilus harrisii,Sarcophilus harrisii,10331066,EN,A2be+3e,Decreasing,"Tasmania, Australia",2008,TRUE,Sarcophilus harrisii; Ursinus harrisii,Ursinus harrisii,160,Mammals,Mammals,Tasmanian devil,GCA_048593225.1,SAMN47327921,missing,NA,NA,50.4604731,2.77133,FALSE,FALSE,results/species/Sarcophilus_harrisii/range_raster.tif,results/species/Sarcophilus_harrisii/range_raster_goode.tif,146.580377077741,-42.0073383243139,TRUE,FALSE,FALSE,FALSE
500,500,Sebastes fasciatus,Sebastes fasciatus,9144739,EN,A1bd,NA,"Canada, Québec, Greenland, Iceland, United States",1996,TRUE,Sebastes faciatus; Sebastes fasciatus,NA,541,Fishes,Ray-finned fishes,Acadian redfish,GCA_043250625.1,SAMN43039489,Canada: Gulf of St. Lawrence,48.183022 N 61.151193 W,NA,48.183022,-61.151193,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
501,501,Sebastes umbrosus,Sebastes umbrosus,NA,NE,NA,NA,NA,NA,NA,Sebastichthys umbrosus; Sebastes umbrosus,NA,540,Fishes,Ray-finned fishes,honeycomb rockfish,GCA_015220745.1,SAMN12629503,USA: California coast,33.599833 N 118.265167 W,NA,33.599833,-118.265167,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
505,505,Solea solea,Solea solea,15595369,DD,NA,Stable,"Türkiye, Syrian Arab Republic, Lebanon, Israel, Cyprus, Senegal, Mauritania, Cabo Verde, Western Sahara, Tunisia, Monaco, Malta, Italy, Ireland, Greece, Gibraltar, Germany, France, Denmark, Croatia, Bulgaria, Belgium, Albania, Netherlands, Norway, Portugal, Romania, Slovenia, Spain, Sweden, United Kingdom, Algeria, Egypt, Libya, Morocco, Poland",2015,TRUE,Solea vulgaris vulgaris; Solea vulgaris typica; Pleuronectes solea; Solea vulgaris; Solea solea,"Solea vulgaris, Pleuronectes solea",478,Fishes,Ray-finned fishes,common sole,GCA_958295425.1,SAMEA10984647,Kwintebank,51.283 2.65,"The assembly fSolSol10.1 is based on 32x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",51.283,2.65,FALSE,FALSE,results/species/Solea_solea/range_raster.tif,results/species/Solea_solea/range_raster_goode.tif,4.43779460070632,40.2510859219758,TRUE,FALSE,FALSE,FALSE
509,509,Spermophilus citellus,Spermophilus citellus,221789466,EN,A3c,Decreasing,"Austria, Greece, Serbia, Hungary, North Macedonia, Slovakia, Bulgaria, Türkiye, Germany, Poland, Serbia, Czechia, Croatia, Ukraine, Romania, Moldova, Ukraine (main part), Türkiye-in-Europe",2024,TRUE,Citellus citellus thracius; Spermophilus karamani; Spermophilus laskarevi; Spermophilus gradojevici; Mus citellus; Citellus superciliosus; Citellus citellus balcanicus; Spermophilus istricus; Citellus citellus; Spermophilus citellus,Mus citellus,30,Mammals,Mammals,European ground squirrel,GCA_964194105.1,SAMEA10332752,THESSALONIKI,23.0093 40.5367,"The assembly mSpeCit3.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation. The order and orientation of contigs in Chromosome 12 between approximately 23.6-68.8Mb is unsure.Chromosome X identified by alignment to GCA_902686455.2 and GCA_902686445.2",23.0093,40.5367,FALSE,FALSE,results/species/Spermophilus_citellus/range_raster.tif,results/species/Spermophilus_citellus/range_raster_goode.tif,23.0794526634398,45.4573147450445,TRUE,FALSE,FALSE,FALSE
511,511,Spheniscus humboldti,Spheniscus humboldti,182714418,VU,A2bcde+3bcde+4bcde,Decreasing,"United States, Alaska, Chile, Colombia, Ecuador, Peru",2020,TRUE,Spheniscus humboldti,NA,240,Birds,Birds,Humboldt penguin,GCA_027474245.1,SAMN28408465,Denmark: Copenhagen,55.6724 N 12.5214 E,NA,55.6724,12.5214,FALSE,FALSE,results/species/Spheniscus_humboldti/range_raster.tif,results/species/Spheniscus_humboldti/range_raster_goode.tif,-74.9895908936233,-20.1428028446485,TRUE,FALSE,FALSE,FALSE
516,516,Stenella coeruleoalba,Stenella coeruleoalba,219009389,LC,NA,Unknown,"Monaco, Belgium, Sweden, Malta, Slovenia, Germany, United Kingdom, Croatia, Cyprus, Russian Federation, Netherlands, Greece, Spain, Bosnia and Herzegovina, Denmark, Montenegro, Ireland, Italy, Iceland, Gibraltar, Poland, Portugal, France, Israel, Algeria, Lebanon, Egypt, Libya, Morocco, Tunisia, Palestine, State of, Syrian Arab Republic",2023,TRUE,Clymenia crotaphiscus; Prodelphinus euphrosyne; Delphinus holbollii; Delphinus tethyos; Delphinus lateralis; Stenella caeruleoalbus euphrosyne; Clymenia esthenops; Delphinus coeruleoalbus; Prodelphinus euphrosinoides; Delphinus styx; Clymenia novaezelandiae; Prodelphinus doreides; Delphinus delphis mediterranea; Delphinus asthenops; Clymenia euphrosynoides; Clymenia crotaphisca; Delphinus holbolli; Delphinus euphrosyne; Prodelphinus coeruleoalbus euphrosyne; Clymenia aesthenops; Clymenia burmeisteri; Clymene burmeisteri; Orca tethyos; Delphinus mediterraneus; Prodelphinus marginatus; Delphinus amphitriteus; Lagenorrhynchus caeruleoalbus; Lagenorhynchus lateralis; Stenella caeruleoalbus; Delphinus crotaphiscus; Clymene similis; Delphinus marginatus; Stenella caeruleoalbus caeruleoalbus; Prodelphinus euphrosine; Tursio dorcides; Stenella caeruleoalba; Stenella styx; Clymenia styx; Prodelphinus lateralis; Lagenorhynchus caeruleoalbus; Clymene euphrosyne; Stenella euphrosyne; Prodelphinus coeruleoalbus; Prodelphinus caeruleoalbus; Clymene dorides; Lagenorhynchus coeruleoalbus; Clymenia euphrosyne; Clymenia dorides; Stenella crotaphiscus; Prodelphinus crotaphiscus; Prodelphinus amphitriteus; Prodelphinus burmeisteri; Stenella aesthenops; Stenella asthenops; Stenella coeruleoalba,"Stenella styx, Delphinus coeruleoalbus",63,Mammals,Mammals,striped dolphin,GCA_951394435.1,SAMEA111380539,Scotland | Highland | Ardmair,57.93694444 -5.18638889,"The assembly mSteCoe1.1 is based on 35x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The order and orientation of contigs in the following regions is uncertain: SUPER_6, 20 Mb to 33 Mb and SUPER_4, 87 Mb to 99 Mb.",57.93694444,-5.18638889,FALSE,FALSE,results/species/Stenella_coeruleoalba/range_raster.tif,results/species/Stenella_coeruleoalba/range_raster_goode.tif,-6.85746949505613,-0.80872604827084,TRUE,FALSE,FALSE,FALSE
521,521,Strigops habroptilus,Strigops habroptilus,129751169,CR,A2be,Increasing,New Zealand,2018,TRUE,Strigops habroptilus error; Strigops habroptilus; Stringops habroptilus; Strigops habroptila,Strigops habroptila,201,Birds,Birds,kakapo,GCA_004027225.2,SAMN09948751,New Zealand: Anchor Island,45.757406 S 166.504927 E,"The chromosome names were updated in August 2019 when the sex chromosomes were identified. Former chromosome 3 is chromosome Z, former chromosome 13 is chromosome W, and the remaining former chromosomes 3-26 were renamed sequentially to chromosomes 4-24 (4-12 are now 3-11, and 14-26 are now 12-24, respectively).

This is an updated assembly of GCA_004027225.1. New Hi-C mapping tools (HiGlass) and experience of the VGP with bird genomes were used to re-curate the assembly (using gEVAL), where nearly all previously unlocalized scaffolds are now assembled into their respective chromosomes

This assembly represents the principal haplotype of the diploid genome Strigops habroptila and includes the chromosomes. The alternate haplotype sequences are in WGS project RXXF00000000.",-45.757406,166.504927,FALSE,FALSE,results/species/Strigops_habroptilus/range_raster.tif,results/species/Strigops_habroptilus/range_raster_goode.tif,167.558686784791,-45.4576074847456,TRUE,FALSE,FALSE,FALSE
524,524,Styela clava,Styela clava,NA,NE,NA,NA,NA,NA,NA,Styela clava; Styela mammiculata; Styela barnharti; Tethyum clava; Botryorchis clava,NA,575,Invertebrates,Other Deurostomes,leathery sea squirt,GCA_964204865.1,SAMEA7536473,Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon,50.36446 -4.13208,"The assembly kaStyClav1.hap1.1 is based on 75x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.36446,-4.13208,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
525,525,Suncus etruscus,Suncus etruscus,221340889,LC,NA,Unknown,"Greece, Bosnia and Herzegovina, Albania, Andorra, Montenegro, Bulgaria, Croatia, Monaco, Cyprus, France, Gibraltar, Canary Is., Italy, Türkiye, Slovenia, Spain, North Macedonia, Portugal, Malta, Spain (mainland), Türkiye-in-Europe, France (mainland), East Aegean Is., Greece (mainland), Kriti, Italy (mainland), Sardegna, Sicilia, Portugal (mainland), Switzerland, Corsica",2024,TRUE,Sorex etruscus; Podihik etruscus; Pachyura etrusca; Suncus etruscus,"Suncus madagascariensis, Sorex etruscus",151,Mammals,Mammals,Etruscan shrew,GCA_024139225.1,SAMN28420931,"USA: Madison, Wisconsin",43.072810 N 89.407550 W,NA,43.07281,-89.40755,FALSE,FALSE,results/species/Suncus_etruscus/range_raster.tif,results/species/Suncus_etruscus/range_raster_goode.tif,45.5617546657097,23.878472639163,TRUE,FALSE,FALSE,FALSE
526,526,Sus scrofa,Sus scrofa,215861797,LC,NA,Increasing,"Albania, Germany, Montenegro, Belgium, Russian Federation, Switzerland, Romania, Portugal, Poland, Bulgaria, Moldova, Netherlands, Ukraine, Serbia, United Kingdom, Italy, Austria, Estonia, France, North Macedonia, Finland, Spain, Latvia, Slovenia, Lithuania, Sweden, Bosnia and Herzegovina, Croatia, Hungary, Czechia, Slovakia, Belarus, Greece, Andorra, Italy (mainland), Denmark, Serbia, Türkiye, Corsica, Sicilia, Türkiye-in-Europe, Ireland, Norway, Liechtenstein, Monaco, San Marino, Luxembourg, Sardegna, Kosovo, European Russia",2025,TRUE,Sus scrofa; Sus sardous; Sus baeticus; Sus nicobaricus; Sus setosus; Sus babi; Sus europaeus; Sus aruensis; Sus ceramensis; Sus castilianus; Sus attila; Sus tuancus; Sus niger; Sus enganus; Sus celtica; Sus goramensis; Sus continentalis; Sus papuensis; Sus domesticus; Sus andamanensis; Sus ternatensis; Sus natunensis,"Sus papuensis, Sus ternatensis, Sus ceramensis, Sus andamanensis, Sus aruensis, Sus enganus, Sus tuancus, Sus nicobaricus, Sus niger, Sus floresianus, Sus babi, Sus goramensis, Sus natunensis",85,Mammals,Mammals,pig,GCA_048338725.1,SAMN42780387,China:Hainan,NA,NA,19.2000001,109.5999999,FALSE,FALSE,results/species/Sus_scrofa/range_raster.tif,results/species/Sus_scrofa/range_raster_goode.tif,72.5074393370638,35.99912071797,FALSE,FALSE,FALSE,TRUE
531,531,Symphorus nematophorus,Symphorus nematophorus,2317915,LC,NA,Unknown,"Solomon Islands, Taiwan, Province of China, China, New Caledonia, Papua New Guinea, Japan, Vanuatu, Malaysia, Singapore, Viet Nam, Thailand, Australia, Philippines, Brunei Darussalam, Indonesia, Timor-Leste, Fiji, Palau, Tonga, Disputed Territory, Spratly Is., Myanmar",2016,TRUE,Symphorus nematophorus; Symphorus taeniolatus; Mesoprion nematophorus; Symphorus taenilatus; Symphorus forsteri; Paradicichthys venenatus; Glabrilutjanus nematophorus; Lutianus nematophorus; Lutjanus nematophorus; Symporichthys nematophorus,"Symporichthys nematophorus, Glabrilutjanus nematophorus, Lutjanus nematophorus, Lutianus nematophorus, Symphorus taeniolatus, Symphorus forsteri, Mesoprion nematophorus, Paradicichthys venenatus, Symphorus taenilatus",526,Fishes,Ray-finned fishes,chinamanfish,GCA_048128725.1,SAMN41179601,"Australia: Western Australia, SW of Barrow Island",NA,NA,-20.77692,-20.77692,FALSE,FALSE,results/species/Symphorus_nematophorus/range_raster.tif,results/species/Symphorus_nematophorus/range_raster_goode.tif,122.000619208501,-4.36892946134784,TRUE,FALSE,FALSE,FALSE
